Id,modularity_class,strength
constitu,20,59297
solder,20,59139
crystallin,20,58707
zinc,20,58169
sodium,20,57810
sn,20,57726
y,20,56797
dope,20,56676
synthes,20,55835
precipit,20,55617
ultraviolet,20,55079
epoxi,20,54321
cm,20,54142
sr,20,53852
halogen,20,52978
bulk,20,52108
exclud,20,51876
fluorin,20,51264
amorph,20,50959
molten,20,50522
pigment,20,50024
mpa,20,49722
graphen,20,49636
synthesi,20,49490
elastom,20,49353
furnac,20,49050
anion,20,48556
undergo,20,48538
bipolar,20,48368
silver,20,47856
solubl,20,47723
diffract,20,47350
nanotub,20,47153
supercapacitor,20,47014
impregn,20,46552
curabl,20,45190
magnesium,20,44843
sup,20,44803
lifetim,20,44472
rough,20,44187
silica,20,44138
mould,20,44074
o,20,43594
alkalin,20,43582
hydroxid,20,43459
rare,20,43434
paper,20,42948
ba,20,42747
inert,20,42591
carboxyl,20,42331
speci,20,42300
ethylen,20,42297
void,20,41828
chosen,20,41806
volatil,20,41333
polyest,20,40582
phosphor,20,40090
ta,20,40077
nitrid,20,39959
la,20,39037
strand,20,38957
bi,20,38892
decomposit,20,38831
ether,20,38660
ingredi,20,38083
ioniz,20,37883
sb,20,37846
droplet,20,37632
mol,20,37392
unsatur,20,36631
trench,20,36413
filament,20,35661
homogen,20,35599
vinyl,20,35295
princip,20,35084
tin,20,35044
poros,20,34793
tm,20,34551
etch,20,34496
ph,20,34453
modulu,20,34411
interlay,20,34402
stainless,20,33936
boron,20,33875
mill,20,33576
na,20,33495
hydroxyl,20,33480
ferrit,20,33104
electrolysi,20,32954
methyl,20,32599
inclus,20,32173
polyolefin,20,32167
moieti,20,32163
amin,20,31797
electroluminesc,20,31703
ppm,20,31245
molar,20,31238
carbid,20,31157
mat,20,31060
withstand,20,31004
sulfid,20,30821
aryl,20,30716
polyurethan,20,30640
remaind,20,30333
surfact,20,30093
harden,20,30031
calcium,20,29984
honeycomb,20,29411
decompos,20,29381
reactant,20,28771
elastomer,20,28682
hydrophob,20,28592
polyethylen,20,28235
ag,20,27995
graft,20,27855
radic,20,27771
hydrophil,20,27578
uv,20,27115
miner,20,27045
aluminium,20,27030
boil,20,26233
aliphat,20,26226
electrochrom,20,26004
carbonac,20,25884
ce,20,25879
monoxid,20,25685
polycarbon,20,25251
polyamid,20,25175
phosphoru,20,25108
sio,20,24857
heterocycl,20,24566
ir,20,24277
substitu,20,24195
skeleton,20,23891
poli,20,23752
nonwoven,20,23714
monolith,20,23381
fluorid,20,23380
permeat,20,23342
emuls,20,23311
chlorid,20,22972
sc,20,22933
proton,20,22912
dye,20,22681
micron,20,22301
wafer,20,22254
highstrength,20,22239
tb,20,22208
ge,20,22058
cellulos,20,21994
microstructur,20,21993
mole,20,21889
nanostructur,20,21793
fibrou,20,21773
ra,20,21724
zirconium,20,21545
ntype,20,21439
soften,20,21401
ptype,20,21372
micropor,20,21287
pd,20,21103
sulfon,20,21060
thermoset,20,20951
lattic,20,20880
dens,20,20814
dendrit,20,20779
unsubstitut,20,20609
peel,20,20272
fibr,20,20225
alkenyl,20,20095
electroact,20,19902
allsolidst,20,19833
workabl,20,19699
glaze,20,19639
migrat,20,19353
solidifi,20,18999
siliconbas,20,18804
sealant,20,18798
glycol,20,18725
fatti,20,18631
inevit,20,18607
ch,20,18586
tungsten,20,18584
bath,20,18384
pr,20,18378
swell,20,18300
lithiumcontain,20,18212
meth,20,18190
inkjet,20,18187
platinum,20,18031
pa,20,18028
silan,20,17971
dopant,20,17965
hf,20,17935
polymeriz,20,17753
flameretard,20,17523
pt,20,17466
printer,20,17452
anneal,20,17334
intercal,20,17217
redox,20,17079
preform,20,16975
textur,20,16943
feedstock,20,16878
polypropylen,20,16868
lifespan,20,16731
alkylen,20,16523
clad,20,16299
methanol,20,16227
groupcontain,20,16164
ammonium,20,16119
se,20,15942
amid,20,15893
pb,20,15863
olefin,20,15835
intrins,20,15822
vi,20,15766
acet,20,15643
oh,20,15635
spectroscopi,20,15450
electroconduct,20,15371
phenyl,20,15281
denot,20,15239
polyol,20,15231
biomass,20,15214
carbonbas,20,15102
agglomer,20,15061
halid,20,15056
sulfat,20,15013
mum,20,14967
highperform,20,14956
molybdenum,20,14954
alkoxi,20,14941
po,20,14872
vanadium,20,14829
watersolubl,20,14737
electrodeposit,20,14695
chromium,20,14528
antioxid,20,14394
granular,20,14345
vs,20,14188
irrevers,20,14140
puriti,20,14110
heatresist,20,14080
el,20,14027
nanofib,20,13881
textil,20,13874
cs,20,13597
calcin,20,13549
sm,20,13441
hydrid,20,13421
highcapac,20,13407
dival,20,13318
bake,20,13301
titan,20,13234
isocyan,20,13227
polyvinyl,20,13206
silic,20,13170
rb,20,13158
bet,20,13127
fiberreinforc,20,13104
anhydrid,20,12977
byproduct,20,12952
gcm,20,12883
xi,20,12803
pretreat,20,12774
primer,20,12668
nano,20,12660
coval,20,12546
coreshel,20,12528
polyisocyan,20,12522
scm,20,12443
temper,20,12243
thicken,20,12199
spinel,20,12109
te,20,12105
potassium,20,12096
lithiumsulfur,20,11746
ho,20,11729
methan,20,11648
minor,20,11637
woven,20,11569
quench,20,11505
liion,20,11496
alumina,20,11475
frit,20,11445
electrolyz,20,11391
shrinkag,20,11330
mercuri,20,11289
infiltr,20,11261
wood,20,11182
propylen,20,10998
phenol,20,10986
colloid,20,10984
nh,20,10868
oligom,20,10715
br,20,10704
niobium,20,10675
or,20,10672
hardli,20,10662
tough,20,10518
uncoat,20,10493
sic,20,10487
spent,20,10485
satisfactori,20,10483
ethyl,20,10414
hydroxi,20,10364
slag,20,10300
mu,20,10232
wax,20,10160
alo,20,10112
deterg,20,10058
cycloalkyl,20,9918
thinner,20,9910
granul,20,9891
anisotrop,20,9873
ohmic,20,9745
imid,20,9727
austenit,20,9625
chemistri,20,9619
methacryl,20,9618
nanomet,20,9481
ts,20,9434
flowabl,20,9388
martensit,20,9377
dy,20,9362
indium,20,9321
ethanol,20,8972
median,20,8897
pp,20,8869
occlud,20,8858
tio,20,8814
gallium,20,8792
exotherm,20,8776
yarn,20,8743
unavoid,20,8705
min,20,8685
thinfilm,20,8668
siloxan,20,8650
heattreat,20,8646
nonion,20,8600
braze,20,8564
peroxid,20,8487
urethan,20,8474
dien,20,8468
monoval,20,8407
ru,20,8382
polyimid,20,8147
pli,20,8124
coulomb,20,8032
gold,20,8028
morpholog,20,8005
positiveelectrod,20,8003
barium,20,7905
pyrolysi,20,7890
nobl,20,7756
dicarboxyl,20,7747
pressuresensit,20,7743
insolubl,20,7736
mgo,20,7717
rh,20,7713
chlorin,20,7692
oxygencontain,20,7551
ib,20,7530
gd,20,7469
electricallyconduct,20,7446
anticorros,20,7421
interfaci,20,7312
ionconduct,20,7261
backbon,20,7230
terephthal,20,7228
pn,20,7207
polyeth,20,7196
sputter,20,7175
dehydr,20,7172
cyano,20,7118
er,20,7113
bismuth,20,7041
dissolut,20,7010
microscop,20,6986
waterbas,20,6950
flake,20,6869
eu,20,6820
ia,20,6806
ultrahigh,20,6788
crystallit,20,6748
ternari,20,6727
prepreg,20,6655
formabl,20,6633
tft,20,6633
filmform,20,6586
allsolid,20,6563
leach,20,6507
haze,20,6445
epitaxi,20,6444
bo,20,6387
palladium,20,6363
siliconcontain,20,6361
aroma,20,6345
raman,20,6325
organopolysiloxan,20,6320
negativeelectrod,20,6293
sei,20,6293
hydrolyz,20,6287
pulver,20,6264
perfum,20,6230
lithiat,20,6227
proviso,20,6196
cubic,20,6194
diol,20,6190
nanocomposit,20,6121
vulcan,20,6096
forg,20,6074
imperm,20,6048
yb,20,6035
siev,20,6031
cerium,20,6024
borat,20,6004
tertiari,20,5977
pellet,20,5942
mea,20,5941
vol,20,5897
dissoci,20,5883
recover,20,5804
kg,20,5781
polyvinyliden,20,5770
highenergi,20,5764
moldabl,20,5736
fluorinecontain,20,5734
mesopor,20,5693
catalyz,20,5670
xyz,20,5666
cao,20,5664
nickelbas,20,5626
membraneelectrod,20,5598
microparticl,20,5589
antimoni,20,5582
deintercal,20,5573
grown,20,5568
styren,20,5565
polysulfid,20,5496
tg,20,5482
overmold,20,5435
sacrifici,20,5416
highrat,20,5403
cf,20,5398
elut,20,5370
so,20,5350
micromet,20,5332
nonori,20,5309
zno,20,5299
siox,20,5264
electrophoret,20,5262
nanowir,20,5204
hydrolysi,20,5158
ferment,20,5143
rm,20,5122
carboncarbon,20,5051
nonmetal,20,5014
inplan,20,5005
nitrat,20,4981
iso,20,4970
bainit,20,4883
coerciv,20,4868
cologn,20,4742
alkynyl,20,4737
nanoscal,20,4729
antistat,20,4700
permitt,20,4694
rareearth,20,4637
refractori,20,4618
valenc,20,4550
germanium,20,4537
prelithi,20,4532
polyphenylen,20,4509
pem,20,4507
metalair,20,4436
mahg,20,4406
quaternari,20,4381
sourcedrain,20,4362
quartz,20,4352
carbonyl,20,4351
toner,20,4349
feo,20,4338
ji,20,4314
emulsifi,20,4257
heteroaryl,20,4248
sheetshap,20,4197
lu,20,4184
deeper,20,4165
injectionmold,20,4161
diamin,20,4103
semiconduct,20,4016
astm,20,3941
aerogel,20,3916
ferroelectr,20,3887
emboss,20,3876
dissimilar,20,3872
nitril,20,3840
bc,20,3831
gram,20,3830
dimethyl,20,3798
perovskit,20,3732
vinyliden,20,3721
intermetal,20,3706
gm,20,3703
viscoelast,20,3682
coke,20,3648
rheolog,20,3640
strontium,20,3605
diluent,20,3599
antireflect,20,3581
ductil,20,3577
tantalum,20,3559
gloss,20,3556
schottki,20,3537
photoelectron,20,3513
sulfidebas,20,3506
sheetlik,20,3485
preciou,20,3474
electropl,20,3466
nanopor,20,3453
nitrogencontain,20,3429
ferrou,20,3418
bandgap,20,3394
acyl,20,3392
deioniz,20,3374
zwitterion,20,3363
arylen,20,3361
young,20,3343
vacanc,20,3341
cuk,20,3341
dehydrogen,20,3314
nonmet,20,3298
os,20,3281
hydrotherm,20,3255
ccalkyl,20,3250
hydrogencontain,20,3233
xy,20,3214
mw,20,3175
alicycl,20,3167
aprot,20,3147
chem,20,3101
chelat,20,3091
polycrystallin,20,3083
keton,20,3082
cnt,20,3075
abc,20,3068
singlelay,20,3052
smelt,20,3049
electrophotograph,20,3034
yttrium,20,3019
fluiditi,20,2997
nao,20,2986
nitro,20,2964
prepolym,20,2953
vii,20,2946
nucleat,20,2933
photocatalyst,20,2921
copolymer,20,2917
cabletyp,20,2897
coo,20,2877
highdens,20,2873
xrd,20,2871
sulfurcontain,20,2868
trival,20,2865
knead,20,2860
photocatalyt,20,2850
interdigit,20,2822
lio,20,2810
pyrolyz,20,2802
lanthanum,20,2799
olivin,20,2753
silyl,20,2728
carboncontain,20,2706
organicinorgan,20,2703
weav,20,2671
polysiloxan,20,2668
lili,20,2658
metalcontain,20,2641
clay,20,2636
ionom,20,2634
solidif,20,2629
organolept,20,2618
anisotropi,20,2616
metalion,20,2594
enamel,20,2584
hydrosilyl,20,2574
oxal,20,2570
heteroatom,20,2565
coprecipit,20,2559
solidliquid,20,2559
anhydr,20,2555
noncoat,20,2542
aralkyl,20,2537
freestand,20,2524
sulfurcarbon,20,2513
fluoropolym,20,2502
nanomateri,20,2500
voc,20,2458
zeolit,20,2447
gan,20,2445
nonpolar,20,2421
surfacetr,20,2420
polyacryl,20,2417
nanos,20,2380
wettabl,20,2355
printabl,20,2346
catholyt,20,2336
vinylen,20,2321
materialcontain,20,2281
lithiumbas,20,2272
ko,20,2266
varnish,20,2260
latex,20,2256
aldehyd,20,2244
pyridin,20,2236
cadmium,20,2234
butadien,20,2208
selenium,20,2184
siliconcarbon,20,2135
incident,20,2124
wmk,20,2123
gell,20,2109
leadfre,20,2096
nonoxid,20,2072
ruthenium,20,2063
pvc,20,2054
argon,20,2045
photoiniti,20,2044
interphas,20,2039
gpa,20,2039
atm,20,1981
silicid,20,1977
cmg,20,1973
uncur,20,1971
thermoform,20,1963
lithiumtransit,20,1960
bao,20,1958
fluoroethylen,20,1958
chromatographi,20,1955
electrospin,20,1941
paraffin,20,1939
corrosionresist,20,1905
mono,20,1904
microspher,20,1900
mica,20,1893
benzen,20,1890
knit,20,1883
ultrathin,20,1880
zro,20,1866
monoclin,20,1853
brine,20,1850
fluidiz,20,1843
sibas,20,1814
semisolid,20,1800
homo,20,1794
singlewal,20,1783
sodiumion,20,1779
viii,20,1778
tan,20,1776
kpa,20,1776
hotrol,20,1759
polystyren,20,1757
char,20,1752
admixtur,20,1752
lipf,20,1747
exfoli,20,1738
inlineformula,20,1735
amphiphil,20,1728
tellurium,20,1721
nonpor,20,1719
rtb,20,1716
weightaverag,20,1709
fluorosulfonyl,20,1703
weldabl,20,1698
shred,20,1693
benzyl,20,1674
dv,20,1669
isotrop,20,1659
polyfunct,20,1654
difluorophosph,20,1650
volumebas,20,1629
polyarylen,20,1619
organometal,20,1618
antifog,20,1608
caxi,20,1606
xp,20,1605
pvdf,20,1600
dichroic,20,1598
cosolv,20,1592
titaniumcontain,20,1574
melamin,20,1571
oxynitrid,20,1568
mno,20,1561
description,20,1551
halogenfre,20,1530
electrontransport,20,1525
cohes,20,1516
mgcm,20,1482
catalysi,20,1479
lithiumair,20,1472
manganesebas,20,1459
biaxial,20,1455
solubil,20,1441
lix,20,1440
sequest,20,1435
fluorinebas,20,1431
synga,20,1428
electrolytecontain,20,1423
iodin,20,1422
waterinsolubl,20,1412
semifinish,20,1409
polytetrafluoroethylen,20,1405
cvd,20,1405
hydrocarbyl,20,1403
polyalkylen,20,1388
electroless,20,1386
admix,20,1382
rocksalt,20,1381
bromid,20,1378
electroco,20,1377
roughen,20,1371
gl,20,1362
sol,20,1358
antiwear,20,1344
holetransport,20,1344
hafnium,20,1330
yz,20,1322
gmol,20,1308
lowresist,20,1294
overcoat,20,1294
toughen,20,1280
bioga,20,1274
sulfonyl,20,1263
ionexchang,20,1259
bromin,20,1258
phosphon,20,1247
cccycloalkyl,20,1234
bisphenol,20,1226
organosilicon,20,1202
bival,20,1198
nickelmet,20,1196
microcapsul,20,1184
rhodium,20,1179
anodeprotect,20,1178
delamin,20,1173
submicron,20,1164
trifluoromethyl,20,1159
metalsulfur,20,1159
homopolym,20,1139
silanol,20,1139
unreact,20,1139
sulphur,20,1138
antifoul,20,1132
monomer,20,1131
adduct,20,1110
sro,20,1104
metallurg,20,1102
mesa,20,1099
nuclei,20,1099
eutect,20,1097
lifepo,20,1092
microcrystallin,20,1087
photopolymer,20,1078
calorimetri,20,1076
heterojunct,20,1072
electrocatalyst,20,1071
gcc,20,1067
aramid,20,1066
waterdispers,20,1066
sequestr,20,1060
interpenetr,20,1052
alkoxid,20,1051
polariz,20,1045
bio,20,1041
polyolefinbas,20,1041
epoxid,20,1039
fluoridebas,20,1034
polycycl,20,1032
coalesc,20,1029
acycl,20,1029
nickelcontain,20,1019
lanthanid,20,1013
nemat,20,1011
polyhydr,20,1006
topcoat,20,1001
bicarbon,20,999
oxidebas,20,997
ohm,20,995
polybutylen,20,992
maleic,20,984
moll,20,983
brass,20,982
ix,20,981
carbonco,20,981
lithiumrich,20,980
coldrol,20,979
lixtmxo,20,964
lithiummet,20,957
cuo,20,953
monolay,20,944
atomscm,20,933
polyoxyalkylen,20,931
printhead,20,928
polymerbas,20,919
carboxi,20,919
metalbas,20,914
oxalato,20,913
polyorganosiloxan,20,906
jellyrol,20,900
zirconia,20,898
lim,20,885
hetero,20,881
tetraval,20,869
phosphit,20,869
lumo,20,862
oxidationreduct,20,848
formaldehyd,20,844
fluororesin,20,841
miscibl,20,830
acrylonitril,20,825
straightchain,20,820
semicrystallin,20,814
nanocrystallin,20,805
cyanid,20,797
acrylamid,20,791
electronconduct,20,790
lithiumnickel,20,789
fluoroalkyl,20,783
iiiv,20,783
tetrafluoroethylen,20,782
diisocyan,20,780
iodid,20,780
fiberglass,20,777
fireresist,20,777
polyamin,20,775
calend,20,773
nonferr,20,772
halo,20,762
jest,20,758
softer,20,745
abcd,20,738
ndfeb,20,735
impervi,20,734
whkg,20,732
dice,20,727
sixmemb,20,724
polyacrylonitril,20,718
chalcogenid,20,716
surfacemodifi,20,708
lico,20,703
silicondomin,20,688
ceo,20,686
mgkohg,20,679
lioh,20,679
mangan,20,673
porosimetri,20,667
mahcm,20,667
lignocellulos,20,663
lewi,20,656
lif,20,655
hydrolys,20,651
boroncontain,20,648
reflow,20,642
limo,20,635
butanol,20,635
carbocycl,20,628
compatibil,20,628
polycarboxyl,20,622
soi,20,608
leachat,20,605
ingot,20,602
limno,20,597
vicker,20,594
orthorhomb,20,593
sulfurbas,20,592
microfib,20,590
precoat,20,588
electrolys,20,587
thiol,20,587
anolyt,20,586
diethyl,20,583
aluminumbas,20,583
spheroid,20,579
tackifi,20,569
soundabsorb,20,561
solgel,20,560
hexafluorophosph,20,558
interstic,20,554
chiral,20,547
ivb,20,546
powderi,20,545
iac,20,538
mfr,20,537
aryloxi,20,536
carbonatebas,20,535
iridium,20,531
heterostructur,20,524
macropor,20,523
multiwal,20,523
tym,20,523
phosphoruscontain,20,522
spineltyp,20,504
numberaverag,20,503
phenylen,20,502
photocur,20,502
carbazol,20,500
polysilicon,20,495
comonom,20,486
het,20,482
rz,20,480
nsubstitut,20,473
olefinbas,20,468
ptfe,20,458
ndope,20,458
overlithi,20,456
carboxymethyl,20,453
hydroxyalkyl,20,447
superfici,20,430
harder,20,427
lithograph,20,423
organohydrogenpolysiloxan,20,422
interplanar,20,421
lightinduc,20,421
pojazdu,20,421
oraz,20,420
protonconduct,20,413
triazin,20,413
highnickel,20,413
formic,20,410
nafeo,20,410
frp,20,401
charakteryzuj,20,398
nanosheet,20,395
ironbas,20,389
metalloid,20,383
lto,20,377
pbo,20,374
allyl,20,370
sih,20,367
ethylenevinyl,20,365
hyaluron,20,364
whisker,20,362
piperazin,20,362
quasisolid,20,362
waterrepel,20,360
rolltorol,20,352
metathesi,20,351
mx,20,350
edlc,20,347
monocrystallin,20,346
hotpress,20,345
polysilocarb,20,343
abo,20,342
gravimetr,20,341
copolymeriz,20,333
haloalkyl,20,328
alkoxysilan,20,327
pressform,20,320
iiib,20,320
fluoro,20,320
difluoro,20,313
microscal,20,306
glassceram,20,305
hotdip,20,297
graphitebas,20,295
oxyhydroxid,20,292
mk,20,291
za,20,287
islandshap,20,284
acryloyl,20,283
chch,20,282
undercoat,20,274
tar,20,274
hexafluoropropylen,20,273
thickfilm,20,272
polyunsatur,20,270
embrittl,20,269
bottomg,20,265
pyridyl,20,260
gallon,20,258
mwmn,20,258
cordierit,20,256
layup,20,255
xo,20,252
brayton,20,249
underlay,20,248
dienebas,20,248
monofunct,20,243
cycloaliphat,20,241
kda,20,239
delithi,20,239
anticonvuls,20,236
washcoat,20,236
ccalkenyl,20,236
ald,20,234
phosphatebas,20,233
lithiummanganes,20,232
diffractometri,20,229
acidmodifi,20,227
ccalkoxi,20,227
undop,20,226
phosphazen,20,226
pearlit,20,226
microns,20,226
polyval,20,225
glycidyl,20,218
lia,20,216
polycondens,20,216
nio,20,215
nonfluorin,20,215
antiperspir,20,211
cobaltbas,20,207
nmm,20,206
disubstitut,20,206
cyclohexanedimethanol,20,203
counterelectrod,20,199
maleimid,20,198
batio,20,190
sulfonamid,20,190
foamabl,20,187
electrocoat,20,185
rubberi,20,184
heteroaromat,20,183
polyepoxid,20,181
terpolym,20,181
pdlc,20,179
pdope,20,176
mercapto,20,176
trimer,20,176
methoxi,20,175
monoamin,20,174
litio,20,172
shredder,20,171
fec,20,170
methylen,20,169
diester,20,168
vinylbas,20,168
fluorosulfon,20,168
polycarbonatebas,20,163
libf,20,162
mlg,20,161
nrr,20,160
bondabl,20,158
etherbas,20,157
propyl,20,152
monocarboxyl,20,146
alkalineearth,20,128
guanidin,20,127
mscm,20,127
nonactiv,20,125
waterinoil,20,124
styrenebas,20,123
resinbas,20,123
kohg,20,122
graphenebas,20,120
shampoo,20,118
adherend,20,118
dlg,20,117
hydrolyt,20,116
heatseal,20,116
alkoxysilyl,20,115
ascorb,20,113
naphthyl,20,113
polyphosph,20,111
dinitril,20,111
semiaromat,20,110
polyacet,20,109
ito,20,108
highhumid,20,107
coextrud,20,106
gpc,20,106
heatcur,20,106
ringopen,20,106
dalton,20,104
alkenylen,20,104
carbodiimid,20,103
thiazol,20,101
cnf,20,100
stearic,20,86
boric,20,85
hydrofluor,20,83
polybutadien,20,82
yx,20,81
nitrou,20,81
borosil,20,79
polylact,20,79
citric,20,76
organosilan,20,72
noncarbon,20,71
perfluoroalkyl,20,67
triblock,20,67
fluororubb,20,67
ohmcm,20,66
centipois,20,62
talc,20,62
gml,20,62
polypropylenebas,20,62
semimet,20,61
intumesc,20,61
diamondlik,20,60
oxi,20,59
percol,20,57
isomer,20,57
magenta,20,57
hydrogenfuel,20,56
dimpl,20,56
defoam,20,56
succin,20,56
succinimid,20,56
onium,20,55
hydroxycarboxyl,20,55
meltknead,20,54
epoxybas,20,54
coater,20,53
cur,20,53
iiia,20,53
fibercontain,20,53
glassi,20,52
butylen,20,52
salicyl,20,52
polyam,20,52
basalt,20,52
cst,20,51
flipchip,20,51
sno,20,51
bitumin,20,51
zircon,20,51
flaki,20,51
hydroxylcontain,20,51
nonhalogen,20,51
electronaccept,20,51
omegacm,20,50
rubberbas,20,50
meltblown,20,50
polybas,20,50
particlecontain,20,50
perovskitetyp,20,50
carben,20,50
polycarbonatepolyorganosiloxan,20,50
direct,21,6669381
surfac,21,6519009
portion,21,4819187
extend,21,3367575
space,21,3073363
dispos,21,3050009
member,21,2916795
contact,21,2858607
hous,21,2808919
along,21,2583192
attach,21,1922741
defin,21,1815464
section,21,1755045
insid,21,1728394
axi,21,1662622
opposit,21,1574014
pair,21,1468744
insert,21,1439276
shape,21,1434759
toward,21,1363417
center,21,1301314
adjac,21,1300940
around,21,1235152
seal,21,1197945
substanti,21,1184340
axial,21,1173868
central,21,1134876
togeth,21,1072661
edg,21,1059551
connector,21,1037796
longitudin,21,1030970
length,21,994885
surround,21,917552
hold,21,886612
fit,21,843018
accommod,21,842746
later,21,795582
radial,21,759159
stack,21,744588
project,21,739649
plane,21,706546
width,21,668474
therein,21,660124
conductor,21,648360
bar,21,629133
gap,21,588359
align,21,580580
fasten,21,556094
circumferenti,21,538501
orient,21,534615
slot,21,527584
protrud,21,510987
expos,21,499649
peripher,21,499267
hollow,21,496520
cylindr,21,493051
peripheri,21,473799
proxim,21,470483
deform,21,455216
curv,21,448481
extens,21,446210
annular,21,433167
oppos,21,427503
perpendicular,21,426705
flat,21,419680
retain,21,416126
overlap,21,412205
held,21,405380
thereto,21,401519
floor,21,391393
apart,21,380984
recess,21,379829
interpos,21,345686
enclos,21,342068
thereon,21,339424
join,21,336060
rigid,21,332891
flang,21,326574
exterior,21,324350
elong,21,316286
holder,21,311431
therebetween,21,311089
circular,21,308816
outward,21,294087
offset,21,279124
come,21,271614
cap,21,267667
dimens,21,247749
apertur,21,240059
tubular,21,230315
bent,21,223238
bend,21,218831
arc,21,215860
intersect,21,215629
straight,21,199853
circumfer,21,195620
tip,21,188034
bias,21,183807
therewith,21,181406
lie,21,179940
protrus,21,179159
narrow,21,171123
enclosur,21,164156
axe,21,157497
rib,21,155454
crosssect,21,154055
resili,21,154022
concav,21,151133
lid,21,149914
bore,21,147797
planar,21,146488
distal,21,143996
rim,21,143944
deflect,21,143874
clearanc,21,138493
tab,21,137221
orthogon,21,137000
beyond,21,136564
inward,21,129865
therethrough,21,127994
radiu,21,126831
sandwich,21,123688
convex,21,123187
outwardli,21,118728
mate,21,116987
rearward,21,113299
receptacl,21,113068
closer,21,110350
anchor,21,107525
urg,21,107482
busbar,21,91450
yoke,21,89804
web,21,89036
affix,21,88337
sidewal,21,85547
spacer,21,84249
spheric,21,82801
upwardli,21,81594
coincid,21,80701
rigidli,21,78573
femal,21,76949
clip,21,76401
beneath,21,74043
helic,21,73118
male,21,71168
contour,21,69467
taper,21,69242
downwardli,21,68331
perimet,21,65590
stopper,21,65495
span,21,64496
throughhol,21,60757
trail,21,59108
shoulder,21,58795
delimit,21,58734
bead,21,58259
curvatur,21,57695
inwardli,21,55414
collar,21,55245
slit,21,51199
envelop,21,50058
cage,21,48336
outermost,21,46535
seen,21,46487
strap,21,45064
perpendicularli,21,44028
perfor,21,43380
pocket,21,43357
frontrear,21,42556
forwardli,21,40954
undersid,21,40257
hermet,21,38754
cutout,21,37979
root,21,37311
rearwardli,21,33952
plateshap,21,33922
wedg,21,33896
arcuat,21,32814
aft,21,31111
adjoin,21,30516
corrug,21,30125
shroud,21,29832
diagon,21,29758
neck,21,29616
outboard,21,28705
deflector,21,28138
crimp,21,27339
pouch,21,26004
angularli,21,25983
liner,21,25301
tangenti,21,25067
ringshap,21,24977
lip,21,24419
straddl,21,23810
jig,21,23442
lengthwis,21,22968
unitari,21,20907
pressfit,21,20548
encircl,21,19677
nose,21,19484
border,21,19419
flex,21,19406
polygon,21,18816
prismat,21,18441
encas,21,18425
ridg,21,17708
fore,21,17341
diametr,21,16582
overli,21,15664
platelik,21,14505
contigu,21,14502
dash,21,14126
centerlin,21,13683
airfoil,21,13658
spacedapart,21,13335
farther,21,13225
halv,21,13131
sidebysid,21,13017
imaginari,21,12360
sill,21,11885
flexur,21,11850
distant,21,11847
stiffen,21,11728
sealingli,21,11542
uppermost,21,11212
ellipt,21,11083
frontal,21,10919
coplanar,21,10630
onepiec,21,10628
columnar,21,10518
shank,21,10352
grommet,21,10097
crossmemb,21,9960
outlin,21,9667
watertight,21,9591
tangent,21,9543
sphere,21,9150
indent,21,8953
slant,21,8926
pierc,21,8583
thicker,21,8378
mandrel,21,8067
lowermost,21,7216
dome,21,7196
innermost,21,7195
bendabl,21,6510
widthwis,21,6390
pouchtyp,21,6094
bezel,21,6012
xx,21,5921
apex,21,5904
juxtapos,21,5830
upstand,21,5627
circumscrib,21,5550
carcass,21,5442
bulkhead,21,5361
sealabl,21,5069
thereinto,21,4006
intim,21,3977
confront,21,3950
largediamet,21,3941
zigzag,21,3388
noncircular,21,3366
nonparallel,21,3312
parallelepip,21,3300
cartesian,21,3111
frontward,21,3109
smalldiamet,21,2928
undul,21,2903
decim,21,2886
nondimension,21,2703
therealong,21,2361
underfloor,21,2093
caulk,21,2091
concaveconvex,21,1852
chord,21,1788
rodshap,21,1626
swage,21,1551
diskshap,21,1519
threadedli,21,1469
liquidtight,21,1146
serrat,21,1027
dent,21,1025
frustocon,21,906
insertmold,21,728
bandshap,21,342
concavoconvex,21,325
squirrel,21,267
mgm,21,111
nondirect,21,72
housingsid,21,60
potion,21,60
rasp,21,51
superhydrophob,21,50
point,22,1896146
travel,22,1749884
distanc,22,1557103
path,22,1403310
road,22,1325591
track,22,971369
obstacl,22,207969
slope,22,190685
boundari,22,179820
mark,22,149583
preced,22,112012
travers,22,109444
roadway,22,83527
ahead,22,81073
cours,22,77604
highway,22,74979
trace,22,49077
pavement,22,47746
encount,22,45450
railroad,22,29308
irregular,22,27710
jam,22,26182
shortest,22,21147
golf,22,17051
nearest,22,13102
oncom,22,11531
intervehicl,22,8320
inflect,22,2659
creepag,22,524
tortuou,22,307
club,22,286
vru,22,221
isoelectr,22,115
distancemeasur,22,55
lowmelt,22,55
golfer,22,52
disclos,23,10114598
util,23,8045273
model,23,7473334
field,23,5538910
effect,23,4682116
technic,23,3556021
achiev,23,2762883
safeti,23,2361955
cost,23,2131080
automobil,23,2049988
avoid,23,1806552
need,23,1782380
simpl,23,1776396
realiz,23,1652602
advantag,23,1628266
belong,23,1560118
car,23,1412294
reliabl,23,1386795
adopt,23,1335970
whole,23,1335698
good,23,1111835
life,23,1095142
save,23,1068795
meanwhil,23,1063315
replac,23,936725
prior,23,910522
guarante,23,821920
vehiclemount,23,787142
greatli,23,753766
safe,23,727927
scheme,23,726201
mainten,23,703892
stabl,23,701750
easi,23,681720
